uuid,key,hash_code,version,ts,ts_raw,DayOfWeek,HourOfDay,WorkingDay,App_Value,Audio_Music,Audio_Headphones,Batt_Value,BattDrain_Value,CellTower_Data,CellTower_Roaming,CellTower_Type,CellTower_Id,CellTower_LAC,CellTower_GSMSigStr,Charging_Value,Light_Value,Loc_Acc,Loc_Type,Noise_Value,Notif_App,NotifCenter_Value,Prox_Value,ScrOrient_Value,Screen_Value,UserAct_Type,UserAct_p,Wifi_Conn,Wifi_NetID,Wifi_BSSID,Wifi_SSID,Wifi_IP,Wifi_RSSI,Wifi_Speed,timeSinceLastScreenUnlocked,timeSinceScreenChanged,timeSinceLastMessageSession,timeSinceLastCallPickup,lastForegroundAppCategory,timeSinceLastIncomingCall,timeSinceLastOpenApp,timeSinceLastCallMade,timeSinceLastCommApp,Temperature,Weather,Calendar_Event,Event_Name,Event_Start,Event_End,Event_Duration,Event_TimeLeft,Event_Location,Is_Silent,Background_Amp,Background_Convo,On_Call,DoNot_Disturb,Ringer_Mode,Is_Launcher,Predicted_Availability,AR Enabled,Sent AR,Responses,Attend_time,Appropriate,Useful,Granularity,Explanation_Correctness,Comfortable,Better_Responses,Reason,Shap
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-563170689,0.7.3,Fri Jun 26 22:13:40 EDT 2020,1593224020937,4,22,1,com.google.android.youtube,1.0,0.0,63,2.0,0,0.0,GSM,199801097,21766,85,0.0,4,19.779,Home,66.4793,com.whatsapp,5,0.0,Landscape,Unlocked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-45,433,763904,763904,4346872.0,,Video Players & Editors,,739187.0,,742363.0,24.3,Rain: light rain,0.0,,,,,,,0.0,3320,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while and was last using a Video Players & Editors app on his phone.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob has not been using his phone for a while and he may not be available to respond.,1593225060449.0,,,,,,,,
u21,0|com.whatsapp|1|+U+JmL2/BW0Or693ATezVpVpT1NnW9R5+XZ9WCX6dac=|10160,-1080312330,0.7.3,Fri Jun 26 23:45:18 EDT 2020,1593229518447,4,23,1,com.sec.android.app.launcher,0.0,0.0,100,,0,0.0,GSM,199801097,21766,85,1.0,0,19.779,Home,40.3389,com.whatsapp,5,0.0,Portrait,Locked,still,100.0,1.0,103.0,b8:f8:53:3d:ce:83,"""paradiso""",192.168.1.153,-49,433,3684490,3617244,5497510.0,,Personalization,,3622176.0,,3626424.0,22.85,Clouds: overcast clouds,0.0,,,,,,,1.0,24,noise,0.0,all,VIBRATE,1.0,0.0,1,user_device:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.,top_feature:Bob’s phone is in an area with low-light and he may not be available to respond.;multi_feature:Bob may not be available to respond. His phone is in an area with low-light and is charging and he has not been receptive to communication for a while.;cluster_feature:Bob may not be available to respond. His phone is in an area with low-light and he has not been receptive to communication for a while.;user_device:Bob may not be available to respond. His phone is in an area with low-light and he has not been using his phone for a while.;simple:Bob may not be available to respond at this time.;random:Bob has not been receptive to communication for a while and he may not be available to respond.,1593229699724.0,,,,,,,sent,
u21,0|com.whatsapp|1|+U+JmL2/BW0Or693ATezVpVpT1NnW9R5+XZ9WCX6dac=|10160,-103352515,0.7.3,Sat Jun 27 10:09:51 EDT 2020,1593266991089,5,10,0,com.sec.android.app.launcher,0.0,0.0,91,2.0,1,0.0,GSM,199727114,21769,85,0.0,825,11.082,Home,,com.whatsapp,5,0.0,Portrait,Locked,on_foot,93.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,147896,-2302,,,Personalization,,1646.0,,5650.0,23.56,Clouds: broken clouds,0.0,,,,,,,,374,noise,0.0,all,VIBRATE,1.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267008190.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,1660459167,0.7.3,Sat Jun 27 10:10:08 EDT 2020,1593267008170,5,10,0,com.sec.android.app.launcher,0.0,0.0,91,2.0,1,0.0,GSM,199727114,21769,85,0.0,422,11.082,Home,,com.whatsapp,6,0.0,Portrait,Locked,on_foot,93.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,164977,14779,17081.0,,Personalization,,18727.0,,22731.0,23.56,Clouds: broken clouds,0.0,,,,,,,,374,noise,0.0,all,VIBRATE,1.0,1.0,1,simple:Bob may not be available to respond at this time.,top_feature:Bob’s phone is on vibrate mode and he may not be available to respond.;simple:Bob may not be available to respond at this time.,1593267047898.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1588330047,0.7.3,Sat Jun 27 10:11:35 EDT 2020,1593267095182,5,10,0,com.whatsapp,0.0,0.0,91,2.0,1,0.0,GSM,199727114,21769,85,0.0,1406,11.082,Home,,com.whatsapp,5,0.0,Portrait,Unlocked,on_foot,95.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,46920,46920,87012.0,,Communication,,36651.0,,36651.0,23.56,Clouds: broken clouds,0.0,,,,,,,,374,noise,0.0,all,VIBRATE,0.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a Communication app on his phone and his phone is on vibrate mode.;cluster_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a Communication app on his phone.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267096489.0,,,,,,,,
u21,0|com.whatsapp|1|+U+JmL2/BW0Or693ATezVpVpT1NnW9R5+XZ9WCX6dac=|10160,1514461159,0.7.3,Sat Jun 27 10:11:40 EDT 2020,1593267100245,5,10,0,com.whatsapp,0.0,0.0,91,2.0,1,0.0,GSM,199727114,21769,85,0.0,2093,11.082,Home,,com.whatsapp,5,0.0,Portrait,Unlocked,on_foot,95.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,51983,51983,5063.0,,Communication,,3756.0,,3756.0,23.56,Clouds: broken clouds,0.0,,,,,,,,338,noise,0.0,all,VIBRATE,0.0,1.0,1,top_feature:Bob has not been checking his notifications and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a Communication app on his phone and his phone is on vibrate mode.;cluster_feature:Bob may not be available to respond. He has not been checking his notifications and was last using a Communication app on his phone.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267106499.0,,,,,,,,
u21,0|com.whatsapp|1|+U+JmL2/BW0Or693ATezVpVpT1NnW9R5+XZ9WCX6dac=|10160,1190298640,0.7.3,Sat Jun 27 10:12:02 EDT 2020,1593267122304,5,10,0,com.sec.android.app.launcher,0.0,0.0,91,2.0,1,0.0,GSM,199727114,21769,85,0.0,2093,11.082,Home,,com.whatsapp,5,1.0,Portrait,Locked,on_foot,95.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,74042,4672,22059.0,,Personalization,,8355.0,,12769.0,23.56,Clouds: broken clouds,0.0,,,,,,,,1205,noise,0.0,all,VIBRATE,1.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267145507.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,1110685638,0.7.3,Sat Jun 27 10:12:25 EDT 2020,1593267145320,5,10,0,com.google.android.apps.maps,0.0,0.0,90,3.0,1,0.0,GSM,199805706,21766,85,0.0,1337,115.242,Home,,com.whatsapp,6,0.0,Portrait,Unlocked,on_foot,83.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,7339,7339,23016.0,,Travel & Local,,7945.0,,35785.0,23.56,Clouds: broken clouds,0.0,,,,,,,,816,noise,0.0,all,VIBRATE,0.0,1.0,1,multi_feature:Bob may not be available to respond. He was last using a Travel & Local app on his phone and his phone is on vibrate mode.,top_feature:Bob was last using a Travel & Local app on his phone and he may not be available to respond.;multi_feature:Bob may not be available to respond. He was last using a Travel & Local app on his phone and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267191100.0,,,,,,,,
u21,0|com.whatsapp|1|+U+JmL2/BW0Or693ATezVpVpT1NnW9R5+XZ9WCX6dac=|10160,37850480,0.7.3,Sat Jun 27 10:13:11 EDT 2020,1593267191066,5,10,0,com.google.android.apps.maps,0.0,0.0,90,3.0,1,0.0,GSM,199689623,21766,85,0.0,1337,48.24,Home,,com.whatsapp,6,0.0,Portrait,Unlocked,still,100.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,53085,53085,45746.0,,Travel & Local,,29044.0,,81531.0,23.56,Clouds: broken clouds,0.0,,,,,,,,565,noise,0.0,all,VIBRATE,0.0,1.0,1,simple:Bob may not be available to respond at this time.,top_feature:Bob was last using a Travel & Local app on his phone and he may not be available to respond.;multi_feature:Bob may not be available to respond. He was last using a Travel & Local app on his phone and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267192960.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1574035023,0.7.3,Sat Jun 27 10:16:18 EDT 2020,1593267378641,5,10,0,com.sec.android.app.launcher,0.0,0.0,89,4.0,1,0.0,GSM,199800329,21766,85,0.0,1240,24.079,Home,,com.whatsapp,5,0.0,Portrait,Locked,on_foot,92.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,58305,21702,187575.0,,Personalization,,25649.0,,30881.0,23.56,Clouds: broken clouds,0.0,,,,,,,,521,noise,0.0,all,VIBRATE,1.0,1.0,1,simple:Bob may not be available to respond at this time.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267388060.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-1577056278,0.7.3,Sat Jun 27 10:21:10 EDT 2020,1593267670385,5,10,0,com.sec.android.app.launcher,0.0,0.0,88,2.0,1,0.0,GSM,199800329,21766,85,0.0,63,449.293,Home,72.6337,com.whatsapp,5,0.0,Portrait,Locked,on_foot,94.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,69026,51889,291744.0,,Personalization,,56038.0,,69112.0,23.56,Clouds: broken clouds,0.0,,,,,,,0.0,1121,noise,0.0,all,VIBRATE,1.0,1.0,1,multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267686393.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,2097177371,0.7.3,Sat Jun 27 10:23:32 EDT 2020,1593267812021,5,10,0,com.sec.android.app.launcher,0.0,0.0,87,2.0,1,0.0,GSM,199729047,21766,85,0.0,9982,449.293,Home,57.2867,com.whatsapp,5,0.0,Portrait,Unlocked,on_foot,96.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,980,980,141636.0,,Personalization,,3155.0,,113805.0,23.56,Clouds: broken clouds,0.0,,,,,,,0.0,1121,noise,0.0,all,VIBRATE,1.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267847911.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-892183782,0.7.3,Sat Jun 27 10:23:44 EDT 2020,1593267824028,5,10,0,com.sec.android.app.camera,0.0,0.0,87,1.0,1,0.0,GSM,199729047,21766,85,0.0,9982,449.293,Home,59.4949,com.whatsapp,6,0.0,Portrait,Unlocked,on_foot,96.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,12987,12987,12007.0,,unknown,,13359.0,,125812.0,23.56,Clouds: broken clouds,0.0,,,,,,,0.0,285,noise,0.0,all,VIBRATE,0.0,1.0,1,random:Bob’s phone is on vibrate mode and he may not be available to respond.,top_feature:Bob was last using a unknown app on his phone and he may not be available to respond.;multi_feature:Bob may not be available to respond. He was last using a unknown app on his phone and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267847911.0,,,,,,,,
u21,0|com.whatsapp|1|E+R6a4w8ho57GQWqvagY4f31SjHHFDSh8hv52ZDuRUE=|10160,-946741786,0.7.3,Sat Jun 27 10:24:43 EDT 2020,1593267883030,5,10,0,com.whatsapp,0.0,0.0,86,2.0,1,0.0,GSM,199689623,21766,85,0.0,9929,449.293,Home,59.4949,com.whatsapp,5,0.0,Portrait,Unlocked,unknown,40.0,0.0,-1.0,20:a6:cd:ab:60:21,<unknown ssid>,,-127,-1,71989,71989,59002.0,,Communication,,7081.0,,7081.0,23.56,Clouds: broken clouds,0.0,,,,,,,0.0,164,noise,0.0,all,VIBRATE,0.0,1.0,1,multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.,top_feature:Bob has not been checking his notifications and he may not be available to respond.;multi_feature:Bob may not be available to respond. He has not been checking his notifications and his phone is on vibrate mode.;simple:Bob may not be available to respond at this time.;random:Bob’s phone is on vibrate mode and he may not be available to respond.,1593267884533.0,,,,,,,,
